# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-06 21:08:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/3c/q2s2z4v92bx59zp2nvycr10c0000gn/T/tmpw192n7x9/1mtvm5gg.json
# init = 2 (Default)
# random
#   seed = 48145
# output
#   file = /Users/kamilbaradziej/PythonProjects/DataAnalytics/Lab1_Python_review/out/bern_1-20220306220808_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.855686
# Diagonal elements of inverse mass matrix:
# 0.286042
-11.1302,0.983457,0.855686,1,3,0,11.3617,0.535254
-11.5667,0.805596,0.855686,2,3,0,12.6663,0.379782
-11.5458,1,0.855686,2,3,0,11.6492,0.382374
-12.2462,0.680997,0.855686,1,3,0,14.3628,0.683389
-11.6208,1,0.855686,1,1,0,12.1342,0.62664
-11.1796,1,0.855686,2,7,0,11.5348,0.447323
-11.4474,0.969341,0.855686,2,7,0,11.4579,0.604457
-11.5863,0.972763,0.855686,1,1,0,11.626,0.622584
-11.8819,0.762435,0.855686,2,7,0,13.7211,0.346532
-11.1087,1,0.855686,2,3,0,11.8547,0.476097
-11.1082,0.993816,0.855686,1,3,0,11.1623,0.523591
-11.1082,0.851574,0.855686,1,3,0,11.9172,0.523591
-11.0924,0.96582,0.855686,2,3,0,11.3601,0.507936
-11.9238,0.634101,0.855686,2,3,0,14.1684,0.342732
-11.3454,0.998691,0.855686,2,7,0,11.8525,0.588564
-11.3653,0.999428,0.855686,2,7,0,11.3655,0.408097
-11.0907,1,0.855686,2,3,0,11.327,0.503219
-11.2165,0.972224,0.855686,1,3,0,11.2593,0.562546
-11.1773,0.965971,0.855686,1,3,0,11.5095,0.448031
-11.1305,1,0.855686,2,3,0,11.1685,0.464615
-11.2021,0.985228,0.855686,1,1,0,11.2022,0.441105
-11.1905,1,0.855686,1,1,0,11.2174,0.444233
-11.3447,0.968798,0.855686,1,1,0,11.3452,0.411552
-11.0906,0.991972,0.855686,1,3,0,11.4072,0.502852
-11.3196,0.81393,0.855686,2,3,0,12.5298,0.584034
-11.122,1,0.855686,2,7,0,11.2791,0.468595
-11.5346,0.955237,0.855686,2,3,0,11.5355,0.616209
-12.7544,0.820576,0.855686,2,3,0,13.5143,0.716677
-12.863,0.981818,0.855686,1,1,0,13.1432,0.722904
-13.0078,0.995309,0.855686,2,7,0,13.0178,0.269173
-14.1498,0.836871,0.855686,1,1,0,14.2402,0.21813
-11.1285,0.888236,0.855686,1,3,0,15.5244,0.53448
-11.2275,0.979921,0.855686,2,3,0,11.3128,0.565181
-11.2154,0.956575,0.855686,1,3,0,11.6133,0.437729
-11.3278,0.923046,0.855686,1,3,0,11.8167,0.585504
-11.2568,1,0.855686,1,1,0,11.3313,0.571757
-11.2568,0.942188,0.855686,1,1,0,11.4909,0.571757
-11.2992,0.973166,0.855686,2,3,0,11.5589,0.580268
-11.3775,0.98422,0.855686,1,1,0,11.4019,0.593886
-11.2443,0.979198,0.855686,2,3,0,11.6146,0.56902
-11.1492,1,0.855686,2,3,0,11.2248,0.542821
-11.4039,0.906462,0.855686,1,3,0,11.7948,0.401982
-11.0924,1,0.855686,2,3,0,11.381,0.492067
-11.104,0.998646,0.855686,2,7,0,11.104,0.520643
-11.0973,0.957209,0.855686,2,3,0,11.4206,0.51474
-11.1869,0.9387,0.855686,2,3,0,11.5489,0.445236
-11.0904,0.997497,0.855686,1,3,0,11.2067,0.500349
-11.1635,0.990732,0.855686,2,3,0,11.1699,0.452296
-11.0997,0.895365,0.855686,2,3,0,11.9791,0.48291
-11.1853,0.98642,0.855686,2,3,0,11.2189,0.445683
-12.1494,0.72569,0.855686,1,3,0,13.1858,0.676067
-12.0003,1,0.855686,1,1,0,12.2595,0.663943
-12.043,0.992055,0.855686,1,1,0,12.2102,0.667533
-11.4526,1,0.855686,1,1,0,11.9277,0.605207
-11.7073,0.950893,0.855686,1,1,0,11.7295,0.63622
-11.5161,1,0.855686,1,1,0,11.7117,0.613823
-11.1707,0.943982,0.855686,1,3,0,11.9745,0.450016
-11.1795,0.970341,0.855686,1,3,0,11.4296,0.552625
-11.3011,0.975242,0.855686,1,1,0,11.3022,0.580624
-11.1786,1,0.855686,1,1,0,11.2768,0.552355
-11.138,1,0.855686,1,1,0,11.1726,0.538549
-11.1886,0.989559,0.855686,1,1,0,11.1901,0.555234
-11.0962,1,0.855686,2,3,0,11.1698,0.486433
-11.0961,0.999211,0.855686,2,3,0,11.1052,0.48659
-11.1014,0.995908,0.855686,2,7,0,11.1238,0.518558
-11.1052,0.995146,0.855686,1,3,0,11.1421,0.478471
-11.0904,0.999455,0.855686,1,3,0,11.1093,0.501171
-11.8306,0.910265,0.855686,2,3,0,11.8853,0.351357
-11.0947,0.989367,0.855686,2,3,0,11.9147,0.48839
-11.2808,0.962796,0.855686,1,3,0,11.3238,0.423314
-11.2029,0.958078,0.855686,1,3,0,11.6812,0.559085
-11.1429,0.979124,0.855686,1,3,0,11.4057,0.459557
-11.1088,1,0.855686,1,1,0,11.1358,0.476031
-11.1767,0.987257,0.855686,2,3,0,11.223,0.448201
-11.2275,0.957405,0.855686,1,3,0,11.5386,0.565188
-11.0992,0.988196,0.855686,1,3,0,11.3155,0.483335
-11.1022,0.996127,0.855686,1,3,0,11.1318,0.519202
-11.2159,0.980572,0.855686,1,3,0,11.2274,0.562381
-11.248,0.993402,0.855686,1,1,0,11.2659,0.56985
-11.2953,0.990364,0.855686,1,1,0,11.3163,0.57952
-11.2687,0.939357,0.855686,1,3,0,11.8551,0.425751
-11.179,1,0.855686,2,3,0,11.2533,0.44752
-11.092,0.995007,0.855686,1,3,0,11.2156,0.507228
-11.2408,0.883087,0.855686,2,3,0,11.9659,0.431759
-11.1618,0.971902,0.855686,1,3,0,11.5152,0.547132
-11.1428,1,0.855686,1,1,0,11.1643,0.540431
-11.9214,0.915796,0.855686,2,3,0,11.9234,0.342941
-12.5068,0.898126,0.855686,1,1,0,12.5495,0.298586
-12.1883,1,0.855686,2,3,0,12.5791,0.320947
-12.4779,0.949298,0.855686,1,1,0,12.614,0.300476
-13.1365,0.893953,0.855686,1,1,0,13.2416,0.262473
-12.0564,1,0.855686,2,3,0,12.9555,0.331366
-13.1702,0.940275,0.855686,2,3,0,13.179,0.260765
-14.3016,0.841298,0.855686,1,1,0,14.4107,0.212503
-13.0967,1,0.855686,1,1,0,14.2065,0.264511
-13.5145,0.859576,0.855686,2,3,0,15.629,0.244357
-12.1772,1,0.855686,2,3,0,13.2875,0.321793
-11.1081,1,0.855686,2,3,0,12.1103,0.476441
-11.1544,0.979678,0.855686,1,3,0,11.2485,0.544641
-12.3827,0.791697,0.855686,1,3,0,12.6153,0.693114
-11.0906,0.965457,0.855686,1,3,0,12.7008,0.497181
-11.2389,0.87323,0.855686,2,3,0,12.0419,0.567812
-11.3699,0.973581,0.855686,1,1,0,11.3767,0.592656
-11.1406,0.948988,0.855686,2,3,0,11.8624,0.460445
-12.2137,0.813317,0.855686,1,3,0,12.4235,0.319029
-12.2486,0.993671,0.855686,1,1,0,12.4572,0.31643
-11.1075,0.943591,0.855686,1,3,0,12.7287,0.523136
-11.3535,0.972961,0.855686,2,3,0,11.3544,0.410066
-11.3483,1,0.855686,2,3,0,11.404,0.410942
-11.1616,0.958276,0.855686,1,3,0,11.689,0.547067
-11.2465,0.982586,0.855686,1,1,0,11.248,0.569514
-11.4091,0.967386,0.855686,1,1,0,11.4139,0.598819
-11.6823,0.947163,0.855686,1,1,0,11.6964,0.63353
-13.5138,0.822672,0.855686,2,7,0,13.6164,0.244387
-12.985,1,0.855686,1,1,0,13.6327,0.270392
-12.1061,1,0.855686,1,1,0,12.8593,0.327347
-12.2554,0.991019,0.855686,2,3,0,12.412,0.31593
-11.8987,1,0.855686,1,1,0,12.264,0.344992
-11.9883,0.994424,0.855686,2,3,0,12.1233,0.337076
-11.1664,0.992354,0.855686,1,3,0,11.9223,0.451369
-11.1375,1,0.855686,1,1,0,11.1642,0.461682
-11.1362,0.98068,0.855686,2,7,0,11.2757,0.537807
-11.2093,0.961517,0.855686,1,3,0,11.4155,0.439265
-11.3075,0.934838,0.855686,1,3,0,11.7641,0.581826
-11.2076,0.949827,0.855686,1,3,0,11.7386,0.439698
-11.3834,0.964606,0.855686,1,1,0,11.3841,0.405175
-11.3834,0.729882,0.855686,1,3,0,13.6,0.405175
-11.3507,1,0.855686,1,1,0,11.4214,0.410538
-11.0945,0.833475,0.855686,2,3,0,12.7652,0.488627
-11.0945,0.994593,0.855686,1,3,0,11.1228,0.488627
-11.0954,0.978159,0.855686,2,3,0,11.2536,0.487405
-11.8249,0.826795,0.855686,1,3,0,12.2319,0.648093
-11.2107,0.983535,0.855686,2,3,0,11.9933,0.561093
-11.2651,0.98886,0.855686,1,1,0,11.2777,0.573506
-11.1192,1,0.855686,2,7,0,11.2359,0.469998
-11.6407,0.854467,0.855686,1,3,0,12.0856,0.628916
-11.0953,0.989516,0.855686,1,3,0,11.6889,0.512445
-11.3795,0.942585,0.855686,1,3,0,11.4516,0.594207
-11.4453,0.986841,0.855686,1,1,0,11.4876,0.604167
-11.9125,0.912273,0.855686,1,1,0,11.9159,0.656253
-11.1017,0.959454,0.855686,1,3,0,12.24,0.48115
-11.6086,0.9012,0.855686,1,3,0,11.7311,0.374774
-11.1208,0.994259,0.855686,1,3,0,11.583,0.469184
-11.1208,0.613413,0.855686,1,3,0,13.5815,0.469184
-11.104,0.992091,0.855686,2,7,0,11.1741,0.520618
-11.104,0.758238,0.855686,1,3,0,12.493,0.520618
-11.1225,0.990514,0.855686,1,3,0,11.1809,0.468322
-11.2439,0.952907,0.855686,1,3,0,11.4432,0.568944
-11.1704,1,0.855686,1,1,0,11.2322,0.549879
-11.3059,0.983345,0.855686,2,7,0,11.3218,0.418484
-11.1933,1,0.855686,1,1,0,11.2856,0.443474
-11.849,0.774558,0.855686,2,3,0,13.056,0.650391
-11.4144,1,0.855686,1,1,0,11.7661,0.599627
-11.3854,1,0.855686,1,1,0,11.4611,0.59515
-11.363,1,0.855686,2,7,0,11.381,0.408481
-11.7028,0.934429,0.855686,1,1,0,11.7068,0.36426
-12.125,0.922898,0.855686,1,1,0,12.1603,0.325849
-11.8947,1,0.855686,1,1,0,12.1816,0.345358
-11.5324,0.82058,0.855686,2,7,0,13.5423,0.615924
-11.3522,1,0.855686,2,3,0,11.5133,0.589718
-11.2014,1,0.855686,1,1,0,11.3225,0.55871
-11.1914,1,0.855686,1,1,0,11.2176,0.556015
-11.1463,0.991681,0.855686,2,3,0,11.2815,0.541746
-11.253,0.976407,0.855686,2,3,0,11.3681,0.570928
-11.2253,0.953166,0.855686,1,3,0,11.6821,0.435326
-12.9452,0.795485,0.855686,2,3,0,13.3492,0.272549
